Year,Region,Country,City,Start_Date,End_Date,Stay_Days,Avg_Rent,Max_Rent,Min_Rent,Days_To_Rent,Area_sqm,Daily_Rent,Rental_Income,Avg_Stay_Days,Max_Stay_Days,Min_Stay_Days
2022,China,China,Delhi,2022-05-13,2022-06-16,34,1236,2351,916,28,49,41.2,42024,30.379266666666666,60,1
2021,South America,Argentina,Rome,2021-06-12,2021-06-13,1,1852,2301,1459,24,150,61.73,1852,30.379266666666666,60,1
2022,Europe,Italy,Delhi,2022-04-27,2022-04-29,2,1104,1935,718,12,147,36.8,2208,30.379266666666666,60,1
2021,US,USA,Sao Paulo,2021-03-03,2021-04-09,37,1638,2582,1442,28,117,54.6,60606,30.379266666666666,60,1
2022,US,USA,New York,2022-08-07,2022-09-06,30,1471,2306,1141,21,41,49.03,44130,30.379266666666666,60,1
2025,Asia,India,Munich,2025-12-25,2026-02-01,38,1769,2591,1470,6,84,58.97,67222,30.379266666666666,60,1
2022,Europe,France,Delhi,2022-01-01,2022-01-23,22,1608,2141,1470,12,142,53.6,35376,30.379266666666666,60,1
2025,South America,Argentina,Rome,2025-10-26,2025-12-16,51,1220,1881,959,28,144,40.67,62220,30.379266666666666,60,1
2023,South America,Argentina,Delhi,2023-07-09,2023-07-22,13,1231,1644,874,7,34,41.03,16003,30.379266666666666,60,1
2020,China,China,Berlin,2020-07-23,2020-08-21,29,1698,2147,1382,9,45,56.6,49242,30.379266666666666,60,1
2022,Europe,France,Tokyo,2022-12-04,2022-12-31,27,1641,2303,1391,21,140,54.7,44307,30.379266666666666,60,1
2020,China,China,Berlin,2020-04-10,2020-05-05,25,888,1509,640,12,75,29.6,22200,30.379266666666666,60,1
2020,China,China,Tokyo,2020-02-12,2020-03-31,48,1866,2373,1752,7,103,62.2,89568,30.379266666666666,60,1
2026,China,China,Paris,2026-07-01,2026-08-16,46,1172,1995,867,18,130,39.07,53912,30.379266666666666,60,1
2026,Europe,Germany,Rome,2026-04-17,2026-06-08,52,1906,2897,1737,25,42,63.53,99112,30.379266666666666,60,1
2024,Asia,Japan,Munich,2024-10-09,2024-12-08,60,1408,1949,1282,26,142,46.93,84480,30.379266666666666,60,1
2024,US,USA,Rome,2024-04-04,2024-04-26,22,1322,2075,949,6,74,44.07,29084,30.379266666666666,60,1
2026,Europe,Italy,Paris,2026-03-16,2026-05-14,59,1365,1907,973,22,22,45.5,80535,30.379266666666666,60,1
2022,Asia,Japan,New York,2022-03-12,2022-04-16,35,1417,2402,1238,8,134,47.23,49595,30.379266666666666,60,1
2026,China,China,Tokyo,2026-10-01,2026-11-19,49,1266,2041,1078,30,45,42.2,62034,30.379266666666666,60,1
2022,Asia,Japan,Rome,2022-10-10,2022-11-27,48,830,1145,563,11,102,27.67,39840,30.379266666666666,60,1
2022,Asia,India,Tokyo,2022-05-13,2022-06-19,37,1583,2724,1210,27,139,52.77,58571,30.379266666666666,60,1
2020,South America,Argentina,New York,2020-07-25,2020-07-31,6,1763,2611,1517,6,135,58.77,10578,30.379266666666666,60,1
2026,Europe,Italy,Paris,2026-02-11,2026-03-07,24,812,1370,442,4,59,27.07,19488,30.379266666666666,60,1
2023,China,China,Sao Paulo,2023-10-28,2023-11-17,20,1062,2019,828,5,41,35.4,21240,30.379266666666666,60,1
2026,South America,Brazil,Berlin,2026-02-13,2026-02-21,8,1731,2573,1601,6,122,57.7,13848,30.379266666666666,60,1
2024,Europe,Italy,Tokyo,2024-04-26,2024-05-16,20,1438,1742,1055,5,60,47.93,28760,30.379266666666666,60,1
2022,US,USA,Sao Paulo,2022-06-26,2022-08-04,39,859,1775,697,18,42,28.63,33501,30.379266666666666,60,1
2026,South America,Argentina,Delhi,2026-04-04,2026-05-01,27,1068,2058,886,14,85,35.6,28836,30.379266666666666,60,1
2024,Europe,France,Tokyo,2024-01-10,2024-02-12,33,1311,1940,928,26,69,43.7,43263,30.379266666666666,60,1
2024,China,China,Rome,2024-11-25,2025-01-10,46,1078,1935,846,11,96,35.93,49588,30.379266666666666,60,1
2023,Europe,Germany,Rome,2023-10-13,2023-10-16,3,1118,2089,960,13,103,37.27,3354,30.379266666666666,60,1
2021,Europe,France,Paris,2021-04-11,2021-05-24,43,999,1427,892,7,116,33.3,42957,30.379266666666666,60,1
2021,South America,Argentina,Delhi,2021-12-24,2022-02-13,51,1619,2498,1346,22,66,53.97,82569,30.379266666666666,60,1
2021,US,USA,Sao Paulo,2021-10-21,2021-12-13,53,1137,2246,904,17,35,37.9,60261,30.379266666666666,60,1
2024,US,USA,New York,2024-10-13,2024-11-26,44,972,1877,771,1,121,32.4,42768,30.379266666666666,60,1
2020,Asia,India,Paris,2020-07-21,2020-08-23,33,1219,2243,1083,22,132,40.63,40227,30.379266666666666,60,1
2026,China,China,Munich,2026-01-02,2026-03-01,58,1826,2732,1618,28,117,60.87,105908,30.379266666666666,60,1
2023,Asia,India,Delhi,2023-09-08,2023-10-14,36,929,1527,698,11,105,30.97,33444,30.379266666666666,60,1
2021,Asia,India,Beijing,2021-01-17,2021-02-05,19,1830,2374,1606,8,60,61.0,34770,30.379266666666666,60,1
2026,South America,Brazil,Rome,2026-01-14,2026-01-17,3,1592,2105,1415,9,122,53.07,4776,30.379266666666666,60,1
2023,Europe,Germany,Paris,2023-08-15,2023-10-08,54,901,1536,598,2,141,30.03,48654,30.379266666666666,60,1
2024,Asia,India,Paris,2024-04-06,2024-05-01,25,1082,1479,915,10,99,36.07,27050,30.379266666666666,60,1
2022,Europe,Italy,Sao Paulo,2022-07-11,2022-07-19,8,1115,1792,1011,30,115,37.17,8920,30.379266666666666,60,1
2023,Europe,Germany,Delhi,2023-02-14,2023-03-05,19,1363,2483,969,15,106,45.43,25897,30.379266666666666,60,1
2024,US,USA,Delhi,2024-11-24,2025-01-07,44,1275,2428,1049,6,74,42.5,56100,30.379266666666666,60,1
2023,China,China,Berlin,2023-11-08,2023-12-19,41,1306,1794,1192,5,53,43.53,53546,30.379266666666666,60,1
2024,China,China,Beijing,2024-05-07,2024-06-01,25,1535,2562,1262,21,66,51.17,38375,30.379266666666666,60,1
2021,Europe,Italy,Sao Paulo,2021-03-10,2021-04-28,49,1194,1695,1083,14,147,39.8,58506,30.379266666666666,60,1
2022,Europe,Italy,New York,2022-12-20,2023-02-12,54,1701,2322,1411,12,70,56.7,91854,30.379266666666666,60,1
2026,Asia,India,New York,2026-07-19,2026-09-07,50,1080,2176,809,18,95,36.0,54000,30.379266666666666,60,1
2020,Asia,India,Tokyo,2020-05-19,2020-06-26,38,1195,1746,920,20,105,39.83,45410,30.379266666666666,60,1
2025,US,USA,Tokyo,2025-08-27,2025-10-22,56,1186,1936,1002,21,58,39.53,66416,30.379266666666666,60,1
2020,Europe,France,Munich,2020-10-13,2020-10-16,3,1367,2447,986,28,27,45.57,4101,30.379266666666666,60,1
2021,Europe,France,Berlin,2021-04-24,2021-06-05,42,1726,2185,1381,23,35,57.53,72492,30.379266666666666,60,1
2025,South America,Argentina,Delhi,2025-04-29,2025-05-09,10,1025,1703,923,12,48,34.17,10250,30.379266666666666,60,1
2023,Europe,Italy,Munich,2023-03-13,2023-04-24,42,1121,2317,926,20,95,37.37,47082,30.379266666666666,60,1
2024,US,USA,New York,2024-01-10,2024-02-12,33,1418,2027,1302,3,68,47.27,46794,30.379266666666666,60,1
2024,Europe,Germany,Delhi,2024-07-13,2024-07-18,5,1541,2312,1237,3,96,51.37,7705,30.379266666666666,60,1
2024,China,China,Delhi,2024-01-23,2024-01-26,3,1111,1621,967,21,70,37.03,3333,30.379266666666666,60,1
2024,US,USA,Beijing,2024-05-11,2024-06-19,39,961,1413,671,25,20,32.03,37479,30.379266666666666,60,1
2020,Europe,Germany,Rome,2020-06-17,2020-06-28,11,1681,2765,1299,25,142,56.03,18491,30.379266666666666,60,1
2024,China,China,Paris,2024-07-11,2024-08-23,43,1027,1456,704,15,52,34.23,44161,30.379266666666666,60,1
2020,South America,Argentina,Sao Paulo,2020-02-05,2020-02-29,24,1536,2269,1276,7,81,51.2,36864,30.379266666666666,60,1
2025,South America,Brazil,Beijing,2025-02-03,2025-02-28,25,887,1622,645,30,101,29.57,22175,30.379266666666666,60,1
2025,Asia,Japan,Paris,2025-01-09,2025-01-23,14,1658,2745,1442,27,70,55.27,23212,30.379266666666666,60,1
2023,South America,Argentina,Tokyo,2023-04-04,2023-04-23,19,1768,2317,1620,21,34,58.93,33592,30.379266666666666,60,1
2024,Europe,Italy,New York,2024-06-02,2024-07-05,33,1450,1857,1320,16,78,48.33,47850,30.379266666666666,60,1
2026,Asia,Japan,Berlin,2026-04-20,2026-05-30,40,1850,2446,1622,24,106,61.67,74000,30.379266666666666,60,1
2026,US,USA,Rome,2026-02-10,2026-02-23,13,854,1617,746,7,76,28.47,11102,30.379266666666666,60,1
2020,South America,Argentina,Delhi,2020-11-20,2020-12-24,34,1281,2416,1085,22,95,42.7,43554,30.379266666666666,60,1
2020,Europe,Germany,Tokyo,2020-12-31,2021-01-26,26,1694,2714,1569,28,102,56.47,44044,30.379266666666666,60,1
2021,South America,Brazil,Munich,2021-11-20,2021-11-21,1,1686,2589,1540,28,147,56.2,1686,30.379266666666666,60,1
2023,China,China,Berlin,2023-07-13,2023-09-11,60,1496,2621,1097,6,62,49.87,89760,30.379266666666666,60,1
2024,Asia,India,Beijing,2024-05-09,2024-07-06,58,931,1594,665,2,54,31.03,53998,30.379266666666666,60,1
2023,China,China,Tokyo,2023-07-22,2023-07-24,2,1799,2156,1666,3,70,59.97,3598,30.379266666666666,60,1
2024,Asia,India,Sao Paulo,2024-07-02,2024-07-06,4,1182,2225,793,25,21,39.4,4728,30.379266666666666,60,1
2023,US,USA,Munich,2023-10-29,2023-12-23,55,1476,1989,1131,18,72,49.2,81180,30.379266666666666,60,1
2025,US,USA,New York,2025-03-28,2025-05-11,44,1064,1959,705,14,127,35.47,46816,30.379266666666666,60,1
2024,China,China,Rome,2024-11-20,2025-01-06,47,1700,2174,1456,7,122,56.67,79900,30.379266666666666,60,1
2021,US,USA,Munich,2021-08-30,2021-09-07,8,1473,1827,1100,15,33,49.1,11784,30.379266666666666,60,1
2020,China,China,Delhi,2020-09-28,2020-11-04,37,1957,2411,1774,17,57,65.23,72409,30.379266666666666,60,1
2022,US,USA,Tokyo,2022-01-09,2022-03-07,57,1469,1928,1364,18,142,48.97,83733,30.379266666666666,60,1
2026,South America,Brazil,Tokyo,2026-10-28,2026-12-19,52,1298,2024,964,25,39,43.27,67496,30.379266666666666,60,1
2025,Asia,India,Beijing,2025-06-18,2025-06-19,1,1411,1854,1251,20,46,47.03,1411,30.379266666666666,60,1
2026,Europe,Germany,Tokyo,2026-10-11,2026-11-20,40,1282,1997,1119,15,109,42.73,51280,30.379266666666666,60,1
2022,US,USA,Berlin,2022-08-22,2022-10-16,55,1321,2257,930,9,147,44.03,72655,30.379266666666666,60,1
2024,US,USA,Paris,2024-12-29,2025-02-03,36,1407,2297,1081,13,22,46.9,50652,30.379266666666666,60,1
2025,China,China,Sao Paulo,2025-08-06,2025-08-29,23,1635,2459,1452,26,123,54.5,37605,30.379266666666666,60,1
2026,Asia,Japan,Paris,2026-10-07,2026-11-26,50,1435,2029,1301,23,24,47.83,71750,30.379266666666666,60,1
2023,China,China,New York,2023-06-11,2023-08-02,52,1522,2709,1286,6,63,50.73,79144,30.379266666666666,60,1
2022,South America,Brazil,Sao Paulo,2022-07-31,2022-08-30,30,1725,2280,1367,5,72,57.5,51750,30.379266666666666,60,1
2025,US,USA,Tokyo,2025-03-07,2025-04-19,43,1679,2111,1531,8,92,55.97,72197,30.379266666666666,60,1
2022,Asia,Japan,Sao Paulo,2022-05-09,2022-06-12,34,1147,2329,860,10,56,38.23,38998,30.379266666666666,60,1
2023,China,China,Berlin,2023-05-23,2023-06-14,22,1355,2270,1191,4,150,45.17,29810,30.379266666666666,60,1
2025,China,China,Sao Paulo,2025-12-19,2025-12-21,2,1877,2497,1754,15,94,62.57,3754,30.379266666666666,60,1
2022,Asia,India,Tokyo,2022-07-26,2022-09-04,40,1058,1661,951,10,85,35.27,42320,30.379266666666666,60,1
2024,South America,Brazil,Munich,2024-06-14,2024-07-22,38,1671,2694,1490,11,106,55.7,63498,30.379266666666666,60,1
2022,Asia,India,Sao Paulo,2022-12-25,2023-01-11,17,1406,1718,1144,22,38,46.87,23902,30.379266666666666,60,1
2021,China,China,Berlin,2021-01-03,2021-02-10,38,1429,2331,1046,20,27,47.63,54302,30.379266666666666,60,1
2023,China,China,Beijing,2023-05-17,2023-05-27,10,865,1460,704,11,47,28.83,8650,30.379266666666666,60,1
2020,China,China,Delhi,2020-11-09,2020-12-05,26,1950,3028,1700,27,146,65.0,50700,30.379266666666666,60,1
2021,South America,Brazil,Munich,2021-05-26,2021-06-18,23,1789,2657,1494,11,74,59.63,41147,30.379266666666666,60,1
2024,Europe,France,Paris,2024-07-06,2024-07-13,7,866,1251,761,29,21,28.87,6062,30.379266666666666,60,1
2024,US,USA,Berlin,2024-04-06,2024-04-22,16,1101,1623,805,6,65,36.7,17616,30.379266666666666,60,1
2022,China,China,Munich,2022-04-11,2022-04-23,12,812,1724,614,21,116,27.07,9744,30.379266666666666,60,1
2022,China,China,New York,2022-01-01,2022-01-08,7,1830,2898,1506,6,118,61.0,12810,30.379266666666666,60,1
2022,Europe,France,Munich,2022-11-08,2022-12-14,36,1057,2008,947,25,138,35.23,38052,30.379266666666666,60,1
2021,China,China,Munich,2021-04-25,2021-06-09,45,1980,3139,1697,25,37,66.0,89100,30.379266666666666,60,1
2020,US,USA,Sao Paulo,2020-12-18,2021-02-06,50,911,1227,762,17,60,30.37,45550,30.379266666666666,60,1
2026,Asia,India,Berlin,2026-09-05,2026-09-30,25,868,1356,720,13,86,28.93,21700,30.379266666666666,60,1
2022,China,China,Munich,2022-05-08,2022-06-08,31,1153,1932,764,23,113,38.43,35743,30.379266666666666,60,1
2022,US,USA,Beijing,2022-12-14,2022-12-15,1,959,1702,690,14,137,31.97,959,30.379266666666666,60,1
2025,China,China,Tokyo,2025-04-28,2025-06-16,49,1624,2756,1227,15,76,54.13,79576,30.379266666666666,60,1
2024,South America,Brazil,Sao Paulo,2024-09-30,2024-11-01,32,949,1571,562,18,132,31.63,30368,30.379266666666666,60,1
2024,Europe,Germany,Munich,2024-05-07,2024-05-08,1,1229,2045,860,7,39,40.97,1229,30.379266666666666,60,1
2020,South America,Argentina,Delhi,2020-09-18,2020-11-03,46,1115,1613,879,13,142,37.17,51290,30.379266666666666,60,1
2026,Asia,India,Munich,2026-10-13,2026-11-25,43,1358,2247,1018,22,106,45.27,58394,30.379266666666666,60,1
2023,US,USA,Tokyo,2023-02-10,2023-02-27,17,962,1272,576,18,65,32.07,16354,30.379266666666666,60,1
2021,Asia,India,Sao Paulo,2021-11-02,2021-11-03,1,1496,2506,1115,8,107,49.87,1496,30.379266666666666,60,1
2026,Asia,India,Delhi,2026-07-20,2026-07-21,1,1981,2994,1699,7,127,66.03,1981,30.379266666666666,60,1
2025,Asia,Japan,Munich,2025-12-22,2026-01-26,35,1764,2726,1520,13,20,58.8,61740,30.379266666666666,60,1
2024,Europe,France,Sao Paulo,2024-06-07,2024-08-05,59,909,1818,804,25,22,30.3,53631,30.379266666666666,60,1
2021,South America,Brazil,Berlin,2021-07-27,2021-09-25,60,861,1482,673,15,117,28.7,51660,30.379266666666666,60,1
2025,China,China,New York,2025-02-12,2025-03-04,20,1048,1462,772,22,58,34.93,20960,30.379266666666666,60,1
2024,South America,Brazil,Munich,2024-03-17,2024-04-11,25,1591,2537,1475,29,130,53.03,39775,30.379266666666666,60,1
2025,US,USA,Munich,2025-11-18,2025-12-26,38,1149,1790,913,8,149,38.3,43662,30.379266666666666,60,1
2025,Europe,Germany,Beijing,2025-01-12,2025-01-29,17,1616,2592,1509,28,73,53.87,27472,30.379266666666666,60,1
2025,China,China,Beijing,2025-08-29,2025-09-30,32,1173,2016,802,14,106,39.1,37536,30.379266666666666,60,1
2026,US,USA,Tokyo,2026-01-16,2026-01-18,2,1699,2596,1558,19,22,56.63,3398,30.379266666666666,60,1
2021,US,USA,Delhi,2021-04-15,2021-04-25,10,960,2010,670,20,78,32.0,9600,30.379266666666666,60,1
2023,China,China,New York,2023-04-07,2023-05-31,54,822,1297,524,29,73,27.4,44388,30.379266666666666,60,1
2020,Asia,India,Beijing,2020-10-29,2020-12-08,40,1010,1892,669,7,101,33.67,40400,30.379266666666666,60,1
2021,US,USA,Delhi,2021-10-07,2021-10-26,19,861,2039,573,6,32,28.7,16359,30.379266666666666,60,1
2026,South America,Argentina,New York,2026-01-09,2026-01-10,1,1961,3134,1820,20,112,65.37,1961,30.379266666666666,60,1
2022,US,USA,Delhi,2022-09-17,2022-09-28,11,1961,2665,1576,5,77,65.37,21571,30.379266666666666,60,1
2023,Asia,India,Rome,2023-09-04,2023-11-01,58,1645,2683,1370,7,95,54.83,95410,30.379266666666666,60,1
2023,South America,Brazil,Sao Paulo,2023-04-22,2023-05-17,25,1923,2428,1712,15,34,64.1,48075,30.379266666666666,60,1
2022,US,USA,Paris,2022-08-23,2022-08-30,7,1595,2747,1388,11,140,53.17,11165,30.379266666666666,60,1
2023,South America,Brazil,Rome,2023-02-17,2023-03-24,35,1627,2422,1274,25,129,54.23,56945,30.379266666666666,60,1
2025,South America,Argentina,Delhi,2025-05-21,2025-07-18,58,1775,2628,1414,3,67,59.17,102950,30.379266666666666,60,1
2026,Europe,France,Beijing,2026-10-03,2026-11-18,46,828,1160,477,29,110,27.6,38088,30.379266666666666,60,1
2022,Europe,Germany,Delhi,2022-03-30,2022-04-29,30,1925,2555,1530,25,64,64.17,57750,30.379266666666666,60,1
2020,US,USA,Berlin,2020-06-27,2020-07-28,31,1272,2436,883,14,22,42.4,39432,30.379266666666666,60,1
2024,Europe,Italy,Tokyo,2024-06-12,2024-06-19,7,1698,2319,1569,27,139,56.6,11886,30.379266666666666,60,1
2021,Europe,Italy,Rome,2021-02-07,2021-03-03,24,1468,2093,1228,18,113,48.93,35232,30.379266666666666,60,1
2023,US,USA,Delhi,2023-03-13,2023-04-27,45,1089,1492,818,27,137,36.3,49005,30.379266666666666,60,1
2022,US,USA,Rome,2022-11-18,2022-12-02,14,1544,2226,1232,23,69,51.47,21616,30.379266666666666,60,1
2022,South America,Argentina,Delhi,2022-01-27,2022-02-12,16,1499,1955,1228,14,116,49.97,23984,30.379266666666666,60,1
2026,South America,Argentina,New York,2026-09-26,2026-11-13,48,1411,2391,1148,7,112,47.03,67728,30.379266666666666,60,1
2024,South America,Brazil,Paris,2024-07-02,2024-08-18,47,1392,1961,1218,24,130,46.4,65424,30.379266666666666,60,1
2021,South America,Argentina,Tokyo,2021-07-02,2021-07-06,4,1817,2848,1438,15,42,60.57,7268,30.379266666666666,60,1
2023,China,China,Paris,2023-07-27,2023-09-08,43,846,1988,481,23,114,28.2,36378,30.379266666666666,60,1
2023,China,China,Berlin,2023-06-04,2023-07-10,36,1957,2943,1566,27,58,65.23,70452,30.379266666666666,60,1
2022,Asia,India,Tokyo,2022-05-02,2022-07-01,60,1880,2404,1675,25,101,62.67,112800,30.379266666666666,60,1
2026,US,USA,Delhi,2026-08-30,2026-09-26,27,1439,1811,1084,9,150,47.97,38853,30.379266666666666,60,1
2021,Europe,France,New York,2021-06-07,2021-07-22,45,1557,2257,1432,22,122,51.9,70065,30.379266666666666,60,1
2023,South America,Brazil,Tokyo,2023-08-12,2023-09-05,24,1485,2331,1330,25,134,49.5,35640,30.379266666666666,60,1
2021,US,USA,Tokyo,2021-04-13,2021-05-16,33,1967,2956,1863,25,56,65.57,64911,30.379266666666666,60,1
2021,Europe,France,Sao Paulo,2021-09-03,2021-09-29,26,1359,2106,974,24,117,45.3,35334,30.379266666666666,60,1
2024,China,China,Berlin,2024-10-25,2024-11-28,34,1996,2852,1653,16,133,66.53,67864,30.379266666666666,60,1
2026,Asia,India,Berlin,2026-04-18,2026-04-30,12,1161,1468,1060,19,104,38.7,13932,30.379266666666666,60,1
2026,US,USA,Rome,2026-03-20,2026-04-14,25,1670,2691,1480,3,148,55.67,41750,30.379266666666666,60,1
2024,Europe,Germany,Berlin,2024-07-15,2024-07-16,1,1925,3099,1632,17,74,64.17,1925,30.379266666666666,60,1
2020,China,China,Tokyo,2020-12-22,2020-12-24,2,1341,2001,1144,4,137,44.7,2682,30.379266666666666,60,1
2023,China,China,Beijing,2023-06-10,2023-07-29,49,1807,2492,1562,16,135,60.23,88543,30.379266666666666,60,1
2023,Europe,Germany,Beijing,2023-04-07,2023-04-17,10,1663,2679,1378,6,80,55.43,16630,30.379266666666666,60,1
2023,China,China,Rome,2023-12-06,2024-01-13,38,836,1718,635,4,74,27.87,31768,30.379266666666666,60,1
2023,South America,Argentina,Berlin,2023-06-23,2023-08-01,39,1479,2589,1291,7,34,49.3,57681,30.379266666666666,60,1
2020,US,USA,Munich,2020-12-22,2021-02-07,47,1139,1696,841,9,141,37.97,53533,30.379266666666666,60,1
2026,China,China,Rome,2026-07-11,2026-08-04,24,952,1610,838,28,58,31.73,22848,30.379266666666666,60,1
2021,US,USA,New York,2021-04-17,2021-06-08,52,1133,2095,862,24,149,37.77,58916,30.379266666666666,60,1
2025,South America,Argentina,Berlin,2025-12-07,2026-01-21,45,1584,2459,1392,29,135,52.8,71280,30.379266666666666,60,1
2021,Asia,Japan,Rome,2021-03-20,2021-04-26,37,1770,2768,1555,15,47,59.0,65490,30.379266666666666,60,1
2020,Europe,Italy,Rome,2020-07-18,2020-08-29,42,1719,2422,1540,16,138,57.3,72198,30.379266666666666,60,1
2023,China,China,Paris,2023-03-06,2023-04-26,51,1824,2162,1636,18,94,60.8,93024,30.379266666666666,60,1
2023,China,China,Rome,2023-01-29,2023-03-09,39,1115,1805,943,30,117,37.17,43485,30.379266666666666,60,1
2025,Europe,France,Berlin,2025-12-19,2025-12-25,6,1535,2509,1210,1,150,51.17,9210,30.379266666666666,60,1
2025,Europe,Italy,Paris,2025-03-30,2025-04-17,18,1307,2336,1144,16,77,43.57,23526,30.379266666666666,60,1
2021,Asia,India,Beijing,2021-06-24,2021-07-25,31,1534,2595,1235,12,93,51.13,47554,30.379266666666666,60,1
2022,US,USA,Munich,2022-03-04,2022-04-11,38,1505,2175,1206,15,39,50.17,57190,30.379266666666666,60,1
2024,China,China,Delhi,2024-10-03,2024-12-02,60,1934,2988,1777,25,50,64.47,116040,30.379266666666666,60,1
2021,US,USA,Berlin,2021-09-18,2021-10-24,36,1964,2290,1769,24,86,65.47,70704,30.379266666666666,60,1
2026,China,China,Rome,2026-04-14,2026-06-08,55,1417,2545,1171,16,30,47.23,77935,30.379266666666666,60,1
2021,US,USA,Tokyo,2021-10-03,2021-10-08,5,976,1286,858,15,87,32.53,4880,30.379266666666666,60,1
2021,Asia,India,Beijing,2021-03-23,2021-04-22,30,1056,1715,664,6,113,35.2,31680,30.379266666666666,60,1
2025,South America,Brazil,New York,2025-04-24,2025-05-12,18,1573,2231,1285,22,88,52.43,28314,30.379266666666666,60,1
2022,Asia,Japan,Delhi,2022-01-29,2022-03-18,48,942,1314,782,6,40,31.4,45216,30.379266666666666,60,1
2020,South America,Argentina,Beijing,2020-10-11,2020-12-04,54,864,1595,679,18,68,28.8,46656,30.379266666666666,60,1
2020,US,USA,Munich,2020-05-18,2020-06-06,19,1654,2417,1289,2,61,55.13,31426,30.379266666666666,60,1
2025,South America,Argentina,Rome,2025-12-04,2026-01-24,51,1795,2727,1504,23,118,59.83,91545,30.379266666666666,60,1
2025,Asia,Japan,Paris,2025-05-30,2025-07-06,37,1760,2353,1463,18,86,58.67,65120,30.379266666666666,60,1
2021,US,USA,Munich,2021-02-18,2021-03-06,16,1957,2333,1764,7,68,65.23,31312,30.379266666666666,60,1
2022,South America,Argentina,Berlin,2022-10-05,2022-11-16,42,1256,1908,966,24,125,41.87,52752,30.379266666666666,60,1
2025,South America,Argentina,New York,2025-08-22,2025-08-23,1,1815,2916,1443,30,133,60.5,1815,30.379266666666666,60,1
2026,Asia,Japan,Munich,2026-01-14,2026-03-15,60,1683,2282,1403,18,89,56.1,100980,30.379266666666666,60,1
2021,South America,Argentina,Munich,2021-10-24,2021-11-03,10,941,1684,683,16,88,31.37,9410,30.379266666666666,60,1
2025,US,USA,Paris,2025-08-28,2025-09-15,18,844,1166,719,27,74,28.13,15192,30.379266666666666,60,1
2021,Europe,Germany,Tokyo,2021-07-29,2021-08-05,7,889,1815,545,3,27,29.63,6223,30.379266666666666,60,1
